Judy Holliday;Born Yesterday
Frank Vincent;Raging Bull
Robin Williams;Good Will Hunting
Harrison Fahn;Ice Age: Dawn of the Dinosaurs
Mary Badham;To Kill a Mockingbird
Nicolas Cage;Leaving Las Vegas
Rupert Grint;Harry Potter and the Half-Blood Prince
Justin Cooper;Liar Liar
Jeanne Tripplehorn;Firm, The
Mel Gibson;Lethal Weapon 4
Jane Fonda;Klute
Judi Dench;Shakespeare in Love
Peter Sohn;Ratatouille
Burl Ives;Big Country, The
Jane Alexander;Kramer vs. Kramer
Lea Thompson;Back to the Future
Kristen Stewart;The Twilight Saga: Breaking Dawn - Part 1
Lucile Watson;Great Lie, The
Liza Minnelli;Cabaret
Ray Winstone;Indiana Jones and the Kingdom of the Crystal Skull
Neil Hamilton;Sin of Madelon Claudet, The
Edward Brophy;Champ, The
Rachael Taylor;Transformers
Rupert Grint;Harry Potter and the Chamber of Secrets
Franchot Tone;Mutiny on the Bounty
Alice Brady;In Old Chicago
Elizabeth Perkins;Flintstones, The
Cherry Jones;Signs
Yul Brynner;King and I, The
Anthony Quinn;Viva Zapata!
Walter Pidgeon;Funny Girl
Steve Martin;Cheaper by the Dozen
Karina Arroyave;Crash
Emilia Fox;Pianist, The
Hugh Jackman;X-Men Origins: Wolverine
Liam Neeson;Taken
Charley Grapewin;Captains Courageous
Walter Brennan;Kentucky
Elaine Williams;Subject Was Roses, The
Queen Latifah;Chicago
Velena Papovic;Cast Away
Patricia Owens;Sayonara
Jaden Smith;The Pursuit of Happyness
Julianne Moore;Fugitive, The
Franka Potente;The Bourne Supremacy
Carrie Snodgress;Blue Sky
Robert De Niro;Raging Bull
James Naughton;Paper Chase, The
Humphrey Bogart;Key Largo
Matt Damon;True Grit
Naveen Andrews;English Patient, The
Martha Scott;Sayonara
Kelly Macdonald;No Country for Old Men
Betty White;The Lorax
Dianne Wiest;Hannah and Her Sisters
Bud Cort;Pollock
George C. Scott;Patton
Bonnie Hunt;Cheaper by the Dozen
Mark Hamill;Star Wars: Episode VI - Return of the Jedi
Joan Crawford;Grand Hotel
Ruth Hussey;Philadelphia Story, The
David Aston;Lord of the Rings: The Return of the King, The
Brandon Routh;Superman Returns
Frank McHugh;Going My Way
George Sanders;Rebecca
Alice Braga;I Am Legend
Art Carney;Harry and Tonto
Jeff Goldblum;Independence Day
Judge Reinhold;Beverly Hills Cop
Alec Guinness;Star Wars
Gerald R. Molen;Rain Man
Stellan Skarsgard;Mamma Mia!
Keir ODonnell;Paul Blart: Mall Cop
Hermione Baddeley;Mary Poppins
James Cromwell;L.A. Confidential
Eli Roth;Inglourious Basterds
Jack Nicholson;Terms of Endearment
Maximilian Schell;Judgment at Nuremberg
Paul Herman;Crazy Heart
Pernilla August;Star Wars: Episode I - The Phantom Menace
Holly Hunter;The Incredibles
M. Emmet Walsh;Ordinary People
Jeffrey Garcia;Happy Feet
Malick Bowens;Out of Africa
Richard Arlen;Wings
Kristen Stewart;Twilight
Jean Smart;Bringing Down the House
Donald Sutherland;Klute
Herbert Berghof;Harry and Tonto
Richard S. Castellano;Godfather, The
Helen Hayes;Anastasia
Brian Cox;The Bourne Supremacy
Kevin Spacey;Usual Suspects, The
Lauren Bacall;Written on the Wind
Kevin James;Grown Ups
Daniel Radcliffe;Harry Potter and the Deathly Hallows: Part 2
Albert Finney;Murder on the Orient Express
Olivia de Havilland;To Each His Own
Laurie Heineman;Save the Tiger
David Brisbin;Erin Brockovich
George Sanders;All About Eve
Ewan McGregor;Beginners
Clark Gable;Free Soul, A
Laurence Olivier;Spartacus
Frank Morgan;Great Ziegfeld, The
Kristine Sutherland;Honey, I Shrunk the Kids
Virginia Vincent;I Want to Live!
Ben Stiller;Madagascar 3: Europes Most Wanted
Paul Lukas;Watch on the Rhine
James Coburn;Monsters, Inc.
Christopher Eccleston;G.I. Joe: The Rise of Cobra
Will Arnett;Horton Hears a Who!
Blythe Danner;Meet the Parents
Tzi Ma;Rush Hour
Maggie Smith;Sister Act
Charles Durning;Tootsie
Winona Ryder;Black Swan
Sylvester Stallone;Rambo: First Blood Part II
Jeffrey Wright;Casino Royale
Stellan Skarsgard;Thor
Oliver Reed;Oliver!
Mark Lester;Oliver!
Howard Duff;Kramer vs. Kramer
David Tennant;Harry Potter and the Goblet of Fire
Alan Bates;Alexis Zorbas
Tom Hanks;Saving Private Ryan
Maria Aitken;Fish Called Wanda, A
Anne Francis;Funny Girl
Judy Davis;Passage to India, A
Paul Sorvino;Goodfellas
Jack Davenport;Pirates of the Caribbean: At Worlds End
Seth Rogen;Horton Hears a Who!
Samantha Morton;Minority Report
David Spade;Grown Ups
Edward Arnold;You Cant Take It with You
Rudy Bond;Streetcar Named Desire, A
Ronald Lacey;Raiders of the Lost Ark
Ernest Borgnine;Marty
Jordana Brewster;Fast Five
Howard St. John;Born Yesterday
Billy Crystal;City Slickers
Carol DeLuise;Sunshine Boys, The
Emmanuelle Beart;Mission: Impossible
Ingrid Bergman;Anastasia
Halle Berry;X-Men: The Last Stand
Cecil Cunningham;Awful Truth, The
Renee Zellweger;Cold Mountain
Virginia Grey;Rose Tattoo, The
Leslie Mann;Knocked Up
Judi West;Fortune Cookie, The
Olivia Williams;Sixth Sense, The
Mia Farrow;Hannah and Her Sisters
Eva Mendes;Hitch
Lily Collins;The Blind Side
Dorothy Jordan;Min and Bill
Laura Dern;Jurassic Park
Martin Balsam;Thousand Clowns, A
Antonio Banderas;Shrek Forever After
Judy Kuhn;Pocahontas
Roscoe Karns;It Happened One Night
Jay O. Sanders;The Day After Tomorrow
Anne Haney;Liar Liar
Elisabeth Moss;Girl, Interrupted
Jonathan Taylor Thomas;Lion King, The
Mark Wahlberg;Ted
Harcourt Williams;Roman Holiday
Hugh Griffith;Ben-Hur
Sean Penn;Mystic River
Eleonora Brown;Ciociara, La
Alan Bates;Women in Love
Stanley Tucci;The Hunger Games
Ingrid Bergman;Murder on the Orient Express
Helen Hunt;Twister
Pat Hingle;Batman
Frank Finlay;Pianist, The
Ben Stiller;Night at the Museum
Seth MacFarlane;Ted
Christine Anu;Matrix Reloaded, The
Kelly Preston;Jerry Maguire
Javier Bardem;No Country for Old Men
Joss Ackland;Lethal Weapon 2
Shirley Knight;Paul Blart: Mall Cop
Roselyn Sanchez;Rush Hour 2
Jeanette Hain;The Reader
Jim Varney;Toy Story
Jackie Cooper;Superman
Ewan McGregor;Star Wars: Episode II - Attack of the Clones
Finlay Currie;Around the World in Eighty Days
Jessica Alba;Fantastic Four
Jennifer Tilly;Bullets Over Broadway
Catherine OHara;Home Alone 2: Lost in New York
Cecil Kellaway;Guess Whos Coming to Dinner
Connie Nielsen;Gladiator
Mark Wahlberg;Perfect Storm, The
Rick Moranis;Ghostbusters
Wendy Crewson;Air Force One
Stephen Dillane;Hours, The
Leo Howard;G.I. Joe: The Rise of Cobra
Michael York;Austin Powers: The Spy Who Shagged Me
Tyrese Gibson;Transformers: Revenge of the Fallen
Rosie ODonnell;Flintstones, The
Clint Eastwood;Million Dollar Baby
Russ Tamblyn;West Side Story
Julie Andrews;Shrek 2
Lara Flynn Boyle;Men in Black II
Burt Lancaster;From Here to Eternity
Kathy Najimy;Sister Act
Jamie Lee Curtis;Fish Called Wanda, A
John Malkovich;Killing Fields, The
Ray Romano;Ice Age
Mark Hamill;Star Wars
Lorraine Gary;Jaws
Robert Shaw;Sting, The
Harrison Ford;Raiders of the Lost Ark
Ben Bard;Seventh Heaven
Theodore Bikel;I Want to Live!
Jane Withers;Giant
Gerard Butler;300
James Caan;Elf
Walter Brennan;Sergeant York
Yeardley Smith;The Simpsons Movie
John Barrymore;Grand Hotel
Tommy Lee Jones;Blue Sky
John Ashton;Beverly Hills Cop
Fredric March;Anthony Adverse
Sergio Bini Bustric;Vita e bella, La
Lionel Stander;Mr. Deeds Goes to Town
Geraldine Page;Sweet Bird of Youth
Catherine Bell;Bruce Almighty
Laurence Fishburne;Mystic River
Eduardo Ciannelli;Kitty Foyle: The Natural History of a Woman
Nicholas Colasanto;Raging Bull
Stanley Holloway;My Fair Lady
Robert Duvall;Deep Impact
Tilly Losch;Good Earth, The
William Hurt;Children of a Lesser God
Tom Sizemore;Saving Private Ryan
Dustin Hoffman;Midnight Cowboy
Beyonce Knowles;Dreamgirls
Mel Gibson;Lethal Weapon 3
Jack Nicholson;One Flew Over the Cuckoos Nest
Simon Callow;Amadeus
Judi Dench;Iris
Kevin Kline;Fish Called Wanda, A
Barry Pepper;True Grit
Ralph Bellamy;Pretty Woman
Julie Andrews;Shrek the Third
Charles King;Broadway Melody, The
Doris Davenport;Westerner, The
Eddie Izzard;Cars 2
Claire Trevor;Key Largo
James Garner;Sayonara
John Garfield;Gentlemans Agreement
Paul Newman;Sting, The
Jackie Cooper;Champ, The
Clara Bow;Wings
Jake Gyllenhaal;Brokeback Mountain
Liv Tyler;Lord of the Rings: The Two Towers, The
Jacob Smith;Troy
Jonah Hill;How to Train Your Dragon
Forrest Tucker;Westerner, The
Kristin Scott Thomas;English Patient, The
Paul Rudd;Knocked Up
Tommy Lee Jones;Men in Black II
Christopher Reeve;Superman
Cameron Diaz;Shrek the Third
John Randolph;Prizzis Honor
Hubert Kounde;The Constant Gardener
Will Smith;Men in Black
David Morse;Rock, The
Johnny Depp;Charlie and the Chocolate Factory
Simon McBurney;The Last King of Scotland
Charles Boyer;Gaslight
Phoebe Waller-Bridge;The Iron Lady
Donald Wolfit;Room at the Top
Amy Adams;The Fighter
Warren Oates;In the Heat of the Night
Stephen McNally;Johnny Belinda
Ralph Fiennes;Harry Potter and the Deathly Hallows: Part 2
Marcia Gay Harden;Mystic River
Rip Torn;Sweet Bird of Youth
Gene Tierney;Razors Edge, The
Antonio Banderas;Shrek the Third
Eric Lloyd;Santa Clause, The
John Rhys-Davies;Indiana Jones and the Last Crusade
Linda Hunt;Year of Living Dangerously, The
Jane Wyatt;None But the Lonely Heart
Meryl Streep;Kramer vs. Kramer
Phoebe Cates;Gremlins
Linda Cardellini;Scooby-Doo
Gary Cole;Talladega Nights: The Ballad of Ricky Bobby
Kiefer Sutherland;Few Good Men, A
Ray Walston;Apartment, The
Beah Richards;Guess Whos Coming to Dinner
Milton Goncalves;Kiss of the Spider Woman
Robert Stephens;Prime of Miss Jean Brodie, The
Giuliana Lojodice;Vita e bella, La
Ron Rich;Fortune Cookie, The
Carl Weathers;Rocky
Lindsay Wagner;Paper Chase, The
Marius Goring;Barefoot Contessa, The
James Dunn;Tree Grows in Brooklyn, A
Johnny Depp;Ed Wood
Craig T. Nelson;Killing Fields, The
Roger Allam;The Queen
Ed Helms;The Hangover Part II
Joan Blondell;Tree Grows in Brooklyn, A
Elizabeth Berridge;Amadeus
Michael Callan;Cat Ballou
Harry Shearer;The Simpsons Movie
Jerry Orbach;Beauty and the Beast
Matthew Gray Gubler;Alvin and the Chipmunks: The Squeakquel
Ethel Barrymore;Farmers Daughter, The
William Janney;Coquette
Lori Galinski;Oceans Eleven
Miranda Otto;War of the Worlds
Emmy Rossum;The Day After Tomorrow
Chris Evans;Captain America: The First Avenger
Lloyd Bridges;High Noon
Herbert Mundin;Mutiny on the Bounty
Tyrese Gibson;Fast Five
Gil Birmingham;The Twilight Saga: Breaking Dawn - Part 1
Mel Gibson;Year of Living Dangerously, The
Ian McShane;Pirates of the Caribbean: On Stranger Tides
Jason Lee;Alvin and the Chipmunks: The Squeakquel
Eddie Murphy;Doctor Dolittle
Scott Glenn;The Bourne Ultimatum
Thomas F. Wilson;Back to the Future
Edward Arnold;Johnny Eager
Walter Matthau;California Suite
Thomas Kretschmann;Pianist, The
Wallace Beery;Min and Bill
Seth Green;Austin Powers in Goldmember
Gwyneth Paltrow;Iron Man
Victor McLaglen;Informer, The
Rick Lenz;Cactus Flower
Augusta Ciolli;Marty
Tom Cruise;Mission: Impossible III
Hoyt Axton;Gremlins
Karen Allen;Raiders of the Lost Ark
Marcel Bozzuffi;French Connection, The
Christoph Waltz;Inglourious Basterds
Rene Russo;Ransom
Reginald Owen;Mrs. Miniver
Donna Murphy;Tangled
Maggie Smith;Harry Potter and the Sorcerers Stone
David Kross;The Reader
Clifton Webb;Razors Edge, The
Jason Boyd;Harry Potter and the Order of the Phoenix
June Duprez;None But the Lonely Heart
Lana Turner;Bad and the Beautiful, The
Jessica Lange;Blue Sky
William Eythe;Song of Bernadette, The
Will Smith;Bad Boys II
Sonia Todd;Shine
Thomas Mitchell;High Noon
James Franco;Milk
Steve ODonnell;Shakespeare in Love
Robert Downey Jr.;The Avengers
Colin Farrell;Minority Report
Edward G. Robinson;Key Largo
Dorothy Tristan;Klute
Carmen Electra;Scary Movie
Natalie Portman;Star Wars: Episode III - Revenge of the Sith
Bruce Dern;Coming Home
Nina Foch;American in Paris, An
Greer Garson;Goodbye, Mr. Chips
Daniel Radcliffe;Harry Potter and the Sorcerers Stone
Julian Sands;Leaving Las Vegas
Harry Melling;Harry Potter and the Deathly Hallows: Part 1
Kathy Bates;Misery
Angela Lansbury;Gaslight
Christina Ricci;Monster
Signe Hasso;Double Life, A
Denzel Washington;Philadelphia
Zach Galifianakis;The Hangover
Vin Diesel;Fast and the Furious, The
William Holden;Network
Gabriel Byrne;Usual Suspects, The
James Stewart;You Cant Take It with You
Elizabeth Taylor;National Velvet
Michael Roof;XXX
Sean Penn;Dead Man Walking
Gusti Huber;Diary of Anne Frank, The
Jon Stewart;Big Daddy
Edward Arnold;Come and Get It
Cameron Diaz;Shrek
Anne Revere;Gentlemans Agreement
Don Rickles;Toy Story
Rosie Huntington-Whiteley;Transformers: Dark of the Moon
Laurence Harvey;Room at the Top
Beulah Bondi;Watch on the Rhine
Philip Ober;Come Back, Little Sheba
Liev Schreiber;X-Men Origins: Wolverine
Hayden Christensen;Star Wars: Episode II - Attack of the Clones
Mitzi Green;Skippy
Katharine Hepburn;Guess Whos Coming to Dinner
Anna Lee;How Green Was My Valley
Kyle Graham;Scary Movie
Reese Witherspoon;Monsters vs Aliens
Jose Luis de Villalonga;Darling
Glenn Close;Reversal of Fortune
Tom Hanks;Apollo 13
Jodie Foster;Silence of the Lambs, The
Olympia Dukakis;Look Whos Talking
Eddie Murphy;Dreamgirls
Walter Pidgeon;Bad and the Beautiful, The
Charlie Sheen;Wall Street
Bradley Cooper;The Hangover Part II
Jackie Chan;Rush Hour 2
Greg Kinnear;As Good As It Gets
Ben Stiller;Theres Something About Mary
Johnny Knoxville;Men in Black II
Leonardo DiCaprio;Catch Me If You Can
Victor Wong;Last Emperor, The
Josh Hartnett;Pearl Harbor
Edward Asner;Up
Don Cheadle;Crash
Georges Guetary;American in Paris, An
Faye Dunaway;Bonnie and Clyde
Paul Giamatti;Planet of the Apes
Simon Pegg;Mission: Impossible - Ghost Protocol
Elie Chaib;Mighty Aphrodite
Julie Walters;Brave
Peter Coyote;E.T. the Extra-Terrestrial
Richard Bradford;Trip to Bountiful, The
Esmond Knight;Hamlet
Bill Paxton;True Lies
Helena Bonham Carter;The Kings Speech
Jack Albertson;Subject Was Roses, The
Joan Cusack;Toy Story 2
Paul Henreid;Casablanca
Reese Witherspoon;Walk the Line
Lelia Goldoni;Alice Doesnt Live Here Anymore
Stephen D. Newman;Sophies Choice
Julia Louis-Dreyfus;A Bugs Life
Andrew Chavez;Traffic
Shirley Knight;Sweet Bird of Youth
Leslie Caron;American in Paris, An
Danny Glover;Lethal Weapon 4
Melanie Laurent;Beginners
Peter OToole;Last Emperor, The
Tony Goldwyn;Tarzan
Emma Stone;The Amazing Spider-Man
Jason Bateman;Juno
Rosamund Pike;Die Another Day
Mercedes Ruehl;Fisher King, The
Kate Beckinsale;Click
William Holden;Born Yesterday
Judd Hirsch;Ordinary People
Kelsey Grammer;Toy Story 2
James Caan;Misery
Alison Skipworth;Dangerous
Michael Keaton;Batman
Joseph Cotten;Farmers Daughter, The
Christina Jastrzembska;New Moon
Albert Gran;Seventh Heaven
Sidney Poitier;In the Heat of the Night
Jason Lee;The Incredibles
Paul Lukas;Watch on the Rhine
Michael Cera;Juno
Richard Beymer;West Side Story
Melissa Leo;The Fighter
Scott Weinger;Aladdin
Michael Caine;Batman Begins
Rip Torn;Men in Black
Sala Baker;Lord of the Rings: The Fellowship of the Ring, The
Hal Holbrook;Julia
Quinton Aaron;The Blind Side
Michael Caine;Cider House Rules, The
Diane Keaton;Annie Hall
Hayden Panettiere;A Bugs Life
Octavia Spencer;The Help
Marion Cotillard;Mome, La
William H. Macy;Jurassic Park III
Franklin Cover;Wall Street
Scarlett Johansson;The Avengers
Liam Neeson;Batman Begins
Taylor Momsen;How the Grinch Stole Christmas
Simon Oakland;I Want to Live!
Leslie Fenton;Boys Town
Richard Gere;Officer and a Gentleman, An
Rebecca De Mornay;Trip to Bountiful, The
David Allen Brooks;Cast Away
John Leguizamo;Ice Age
Ralph Fiennes;Schindlers List
Don Taylor;Stalag 17
Jacqueline Bisset;Airport
James Cromwell;Green Mile, The
Barry Fitzgerald;Quiet Man, The
Jack Warden;All the Presidents Men
Robin Williams;Fisher King, The
Walter Huston;Treasure of the Sierra Madre, The
Richard Dreyfuss;Jaws
Edward Albert;Butterflies Are Free
Frank B. Moore;Scary Movie
Zachary Quinto;Star Trek
Anna Magnani;Rose Tattoo, The
Mira Sorvino;Mighty Aphrodite
Vince Vaughn;Mr. & Mrs. Smith
Nathalie Baye;Catch Me If You Can
Chris Rock;Madagascar 3: Europes Most Wanted
Frances Sternhagen;Misery
Emma Thompson;Men in Black 3
Sidney Poitier;Guess Whos Coming to Dinner
Tom Bower;Pollock
Meryl Streep;Out of Africa
Jason Robards;Thousand Clowns, A
Josh Brolin;Milk
Minnie Driver;Tarzan
Edward Asner;Elf
Henry Fonda;On Golden Pond
Alfre Woodard;Dinosaur
Bembol Roco;Year of Living Dangerously, The
Alicia Goranson;Boys Dont Cry
Willow Shields;The Hunger Games
Dustin Hoffman;Kramer vs. Kramer
Vanessa Redgrave;Howards End
Jim Broadbent;Harry Potter and the Half-Blood Prince
Jim Carrey;How the Grinch Stole Christmas
MoNique;Precious: Based on the Novel Push by Sapphire
Bette Davis;Dangerous
Walter Connolly;Good Earth, The
James Craig;Kitty Foyle: The Natural History of a Woman
Carrie-Anne Moss;Matrix, The
Nigel Hawthorne;Tarzan
Lucile Watson;Watch on the Rhine
John Cassavetes;Rosemarys Baby
Alan Tudyk;I, Robot
Max Casella;Dinosaur
Jake Lloyd;Star Wars: Episode I - The Phantom Menace
John Derek;All the Kings Men
James Cromwell;I, Robot
Chris Rock;Lethal Weapon 4
Gabourey Sidibe;Precious: Based on the Novel Push by Sapphire
Heath Ledger;Brokeback Mountain
Willem Dafoe;Platoon
Fairuza Balk;Waterboy, The
Gregory Fitoussi;G.I. Joe: The Rise of Cobra
Judge Reinhold;Santa Clause, The
James Fox;Passage to India, A
Jameson Thomas;It Happened One Night
Michael J. Pollard;Bonnie and Clyde
Otto Preminger;Stalag 17
Robin Wright Penn;Forrest Gump
Dick Van Dyke;Mary Poppins
Richard Griffiths;Harry Potter and the Deathly Hallows: Part 1
Chris Rock;Grown Ups
Jean Arthur;Mr. Deeds Goes to Town
Richard Dixon;The Kings Speech
Angelina Jolie;Mr. & Mrs. Smith
Jamie Lee Curtis;True Lies
Toni Collette;Little Miss Sunshine
James Franco;Spider-Man
Charles Napier;Rambo: First Blood Part II
Shia LaBeouf;Transformers
Sandy Dennis;Whos Afraid of Virginia Woolf?
Sessue Hayakawa;Bridge on the River Kwai, The
Jean Hersholt;Sin of Madelon Claudet, The
R. Lee Ermey;Dead Man Walking
Kevin Bacon;Mystic River
Maurice Evans;Rosemarys Baby
Barbara Rhoades;Goodbye Girl, The
Rene Russo;Lethal Weapon 3
Justin Bartha;The Hangover
Goran Visnjic;Beginners
Terry Moore;Come Back, Little Sheba
Ellen DeGeneres;Finding Nemo
William Redfield;One Flew Over the Cuckoos Nest
Julie Andrews;Shrek Forever After
Martin Balsam;All the Presidents Men
Billy Burke;New Moon
Ken Watanabe;Inception
Crispin Glover;Alice in Wonderland
Cary Elwes;Liar Liar
Michael J. Fox;Back to the Future
Gene Reynolds;Country Girl, The
Hilary Swank;Million Dollar Baby
Robert Portal;The Kings Speech
Edward Furlong;Terminator 2: Judgment Day
Christopher Lloyd;Who Framed Roger Rabbit
Louis Wolheim;Two Arabian Knights
Jordana Brewster;Fast and the Furious, The
Chris Elliott;Theres Something About Mary
Martin Benson;King and I, The
Irene Manning;Yankee Doodle Dandy
Pinto Colvig;Snow White and the Seven Dwarfs
Joanne Woodward;Three Faces of Eve, The
Jon Voight;Pearl Harbor
Dabney Coleman;Tootsie
Joan Fontaine;Suspicion
Esther Rolle;Driving Miss Daisy
Claude Rains;Casablanca
Claire Trevor;Stagecoach
John Hannah;The Mummy
Peter OToole;The Lion in Winter
Oliver Platt;Doctor Dolittle
Akim Tamiroff;For Whom the Bell Tolls
Clive Brook;Cavalcade
Justin Henry;Kramer vs. Kramer
Richard Whorf;Yankee Doodle Dandy
Karen Lynn Gorney;Saturday Night Fever
Adolphe Menjou;Morning Glory
Lee Tergesen;Monster
Jean Simmons;Big Country, The
Clark Gable;It Happened One Night
Jean Reno;Mission: Impossible
Justin Long;Alvin and the Chipmunks
Lee Meredith;Sunshine Boys, The
Martin Sheen;The Amazing Spider-Man
Henry Fonda;Jezebel
Tom Skerritt;Top Gun
Katharine Hepburn;Morning Glory
Rita Moreno;West Side Story
Douglass Dumbrille;Mr. Deeds Goes to Town
Craig T. Nelson;The Proposal
Charles Drake;Harvey
Paul Freeman;Raiders of the Lost Ark
Sean Bean;National Treasure
Robert Loggia;Prizzis Honor
Tom Hulce;Animal House
Kerry Washington;Mr. & Mrs. Smith
Kevin Spacey;American Beauty
Pamela Brown;Lust for Life
Chris Pine;Star Trek
Toby Stephens;Die Another Day
Nancy Travis;Three Men and a Baby
Richard White;Beauty and the Beast
Stanley Ridges;Sergeant York
Alan Rickman;Robin Hood: Prince of Thieves
Susan Brown;The Iron Lady
Matt Damon;The Bourne Ultimatum
David Niven;Around the World in Eighty Days
Jack Raymond;Last Command, The
Lorraine Bracco;Goodfellas
Thora Birch;American Beauty
Morgan Freeman;Million Dollar Baby
Daniel Radcliffe;Harry Potter and the Order of the Phoenix
Shelley Winters;Place in the Sun, A
Paige OHara;Beauty and the Beast
Martin Stringer;There Will Be Blood
Sidney Poitier;Lilies of the Field
Jeff Bridges;Iron Man
Cynthia Nixon;Sex and the City
Paul Walker;Fast & Furious
Saurabh Shukla;Slumdog Millionaire
Dustin Hoffman;Tootsie
Willow Smith;I Am Legend
John Ashton;Beverly Hills Cop II
Jonathan Sagall;Schindlers List
Seann William Scott;Ice Age: The Meltdown
Joey Lauren Adams;Big Daddy
Garrett Hedlund;TRON: Legacy
Billy Bob Thornton;Armageddon
Lee Grant;Shampoo
Betty Buckley;Tender Mercies
Ned Beatty;Superman
Christopher Walken;Click
Tom Wilkinson;Shakespeare in Love
Johnny Depp;Pirates of the Caribbean: At Worlds End
Pamela Blair;Mighty Aphrodite
Jeremy Slate;True Grit
David Tomlinson;Mary Poppins
Ken Leung;Rush Hour
Jane Fonda;Coming Home
Paul Hogan;Crocodile Dundee
Maggie Smith;Prime of Miss Jean Brodie, The
Simone Signoret;Room at the Top
Louis Jourdan;Gigi
Tamara Tunie;Wall Street
Wendy Crewson;Santa Clause, The
Thandie Newton;2012
Agnes Moorehead;Johnny Belinda
Sam Rockwell;Iron Man 2
Heather Donahue;Blair Witch Project, The
Jonathan Lipnicki;Stuart Little
Orson Welles;Man for All Seasons, A
Howard Da Silva;Lost Weekend, The
Johnny Depp;Pirates of the Caribbean: On Stranger Tides
Victor Jory;Miracle Worker, The
Bill Paxton;Titanic
Douglass Dumbrille;Kentucky
Anne Bancroft;Graduate, The
Jason Segel;Knocked Up
Dawn Didawick;Erin Brockovich
Mike Colter;Million Dollar Baby
David Wayne;Three Faces of Eve, The
Joe Pesci;Lethal Weapon 2
Cary Elwes;Glory
Teri Polo;Meet the Parents
Jason Alexander;Pretty Woman
Christine Baranski;How the Grinch Stole Christmas
Penelope Milford;Coming Home
George Segal;Look Whos Talking
Nicolas Cage;National Treasure: Book of Secrets
Will Smith;The Pursuit of Happyness
Tommy Lee Jones;Coal Miners Daughter
Charles Laughton;Mutiny on the Bounty
Charles Martin Smith;Untouchables, The
Billy Crystal;Monsters, Inc.
Wes Bentley;American Beauty
Jackie Chan;Rush Hour
Richard Macklin;Harry Potter and the Order of the Phoenix
Maggie Grace;Taken
Jack Warden;Shampoo
Robert Drivas;Cool Hand Luke
Marcia Strassman;Honey, I Shrunk the Kids
Ingrid Bergman;Casablanca
Robert De Niro;Untouchables, The
Elissa Knight;WALL-E
Max von Sydow;Rush Hour 3
William Moseley;The Chronicles of Narnia: Prince Caspian
Sarah Jessica Parker;Ed Wood
Buzz Kilman;Philadelphia
Joseph Mussey;There Will Be Blood
Robert Wagner;Austin Powers: The Spy Who Shagged Me
Dustin Hoffman;Kung Fu Panda
Keanu Reeves;Matrix, The
Xavier Samuel;The Twilight Saga: Eclipse
Valeria Golino;Rain Man
Elijah Wood;Deep Impact
Eddie Murphy;Beverly Hills Cop
Olivia de Havilland;Heiress, The
John Turturro;Transformers: Dark of the Moon
Claudia Gerini;Passion of the Christ, The
Spencer Tracy;Judgment at Nuremberg
Harrison Ford;Star Wars: Episode VI - Return of the Jedi
Skandar Keynes;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Christopher Walken;Catch Me If You Can
Dash Mihok;The Day After Tomorrow
Marlon Brando;Streetcar Named Desire, A
Amber Rules;Monsters Ball
Sarah Jessica Parker;Sex and the City
Gary Cooper;Westerner, The
Ben Cooper;Rose Tattoo, The
Wilford Brimley;Cocoon
Vince Vaughn;Lost World: Jurassic Park, The
Tom Cruise;Firm, The
Emil Jannings;Last Command, The
Will Smith;Hitch
Jackie Cooper;Skippy
Karl Urban;The Bourne Supremacy
Chris Hemsworth;Thor
Jobyna Ralston;Wings
George Brent;Jezebel
Al Pacino;Scent of a Woman
Robin Williams;Mrs. Doubtfire
Daniel Stern;Home Alone 2: Lost in New York
Natalie Wood;Miracle on 34th Street
Rock Hudson;Written on the Wind
Richard Dreyfuss;Goodbye Girl, The
Powers Boothe;Blue Sky
Amy Wright;Accidental Tourist, The
Maria Pitillo;Godzilla
Bonnie Hunt;Green Mile, The
Sean Astin;Lord of the Rings: The Two Towers, The
David Niven;Separate Tables
Edward Fox;Gandhi
Ingrid Bergman;For Whom the Bell Tolls
Brendan Fraser;Mummy Returns, The
Jack Nicholson;Prizzis Honor
Jane Fonda;They Shoot Horses, Dont They?
Robert Downey Jr.;Sherlock Holmes: A Game of Shadows
Burt Lancaster;Separate Tables
Mary McDonnell;Independence Day
Lou Antonio;Cool Hand Luke
Edmond OBrien;Double Life, A
Kristanna Loken;Terminator 3: Rise of the Machines
Humphrey Bogart;African Queen, The
Josh Evans;Born on the Fourth of July
Brian Dennehy;Ratatouille
Daveigh Chase;Lilo & Stitch
Paul Douglas;Letter to Three Wives, A
Mia Wasikowska;Alice in Wonderland
Carroll Baker;Giant
Glen Campbell;True Grit
Thomas Mitchell;Stagecoach
Leo McKern;Ryans Daughter
Natalie Wood;West Side Story
Eric Bana;Hulk
Anna Felix;Crazy Heart
Barbra Streisand;Meet the Fockers
Diane Kruger;National Treasure: Book of Secrets
John Mills;Ryans Daughter
John Malkovich;Places in the Heart
Chris Evans;Fantastic Four
Jack Hawkins;Lawrence of Arabia
Steve Carell;Horton Hears a Who!
Jason Miller;Exorcist, The
Dorothy Burgess;In Old Arizona
Julia Roberts;Pretty Woman
Famke Janssen;X-Men
Jennifer Jones;Song of Bernadette, The
Ryan Reynolds;The Proposal
Kim Darby;True Grit
Sotiris Moustakas;Alexis Zorbas
Lee J. Cobb;Three Faces of Eve, The
